exp_id,max_frames,weights_fn,tracker_type,max_age,min_hits,iou_threshold,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),Dets,GT_Dets,IDs,GT_IDs
8lb144e900-ma2mh0it0,10400,yolov8le1000b144gpu1_epoch900.pt,sort,2,0,0,41.034,92.607,18.198,94.848,95.075,21.229,58.417,93.274,41.545,43.753,92.73,40.572,99761,100000,50,10
8lb144e900-ma11mh0it0,10400,yolov8le1000b144gpu1_epoch900.pt,sort,11,0,0,42.215,92.706,19.239,94.895,95.122,28.394,36.032,93.273,42.727,44.998,92.774,41.746,99761,100000,18,10
8lb144e900-ma17mh0it0,10400,yolov8le1000b144gpu1_epoch900.pt,sort,17,0,0,42.07,92.601,19.13,94.838,95.066,28.92,34.155,93.259,42.593,44.863,92.72,41.598,99761,100000,16,10
8lb144e900-ma25mh0it0,10400,yolov8le1000b144gpu1_epoch900.pt,sort,25,0,0,42.07,92.601,19.13,94.838,95.066,28.92,34.155,93.259,42.593,44.863,92.72,41.598,99761,100000,16,10
t80v20t0-8lb144e200-ma11mh1it0,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,11,1,0,44.385,91.575,21.531,94.06,94.279,30.133,37.147,92.804,45,47.824,92.061,44.027,99768,100000,17,10
t80v20t0-8lb144e200-ma17mh1it0,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,17,1,0,44.289,91.522,21.451,94.032,94.249,30.101,36.053,92.797,44.91,47.742,92.033,43.938,99770,100000,16,10
t80v20t0-8lb144e200-ma25mh1it0,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,25,1,0,40.798,91.499,18.207,94.021,94.238,26.072,33.443,92.807,41.373,44.038,92.031,40.528,99770,100000,18,10
8mb16e1000best-ma11mh1it0,10000,yolov8m_e1000s100_dp.pt,sort,11,1,0,43.558,92.357,20.559,94.777,94.976,30.649,35.93,93.389,44.14,46.614,92.707,43.214,99790,100000,13,10
8mb16e1000best-ma17mh1it0,10000,yolov8m_e1000s100_dp.pt,sort,17,1,0,44.531,92.143,21.536,94.664,94.862,32.733,34.091,93.363,45.15,47.763,92.598,44.227,99792,100000,11,10
8mb16e1000best-ma25mh1it0,10000,yolov8m_e1000s100_dp.pt,sort,25,1,0,44.531,92.143,21.536,94.664,94.862,32.733,34.091,93.363,45.15,47.763,92.598,44.227,99792,100000,11,10
8lb144e900-ma11mh1it0,10400,yolov8le1000b144gpu1_epoch900.pt,sort,11,1,0,42.216,92.709,19.239,94.892,95.127,28.394,36.033,93.273,42.727,44.999,92.774,41.747,99753,100000,16,10
8lb144e900-ma17mh1it0,10400,yolov8le1000b144gpu1_epoch900.pt,sort,17,1,0,42.072,92.606,19.13,94.838,95.071,28.92,34.157,93.259,42.594,44.865,92.72,41.599,99755,100000,14,10
8lb144e900-ma25mh1it0,10400,yolov8le1000b144gpu1_epoch900.pt,sort,25,1,0,42.072,92.606,19.13,94.838,95.071,28.92,34.157,93.259,42.594,44.865,92.72,41.599,99755,100000,14,10
best-organizers-rm-sk-ma2mh0it0,10000,best-organizers.pt,sort,2,0,0,47.469,92.705,24.327,94.982,94.986,35.45,35.451,93.277,48.067,50.708,92.724,47.019,99995,100000,10,10
best-organizers-rm-sk-ma2mh1it0,10000,best-organizers.pt,sort,2,1,0,47.469,92.705,24.327,94.982,94.986,35.45,35.451,93.277,48.067,50.708,92.724,47.019,99995,100000,10,10
best-organizers-rm-sk-ma17mh0it0,10000,best-organizers.pt,sort,17,0,0,47.469,92.705,24.327,94.982,94.986,35.45,35.451,93.277,48.067,50.708,92.724,47.019,99995,100000,10,10
best-organizers-rm-sk-ma17mh1it0,10000,best-organizers.pt,sort,17,1,0,47.469,92.705,24.327,94.982,94.986,35.45,35.451,93.277,48.067,50.708,92.724,47.019,99995,100000,10,10
yolov8m_e1000s100_dp-rm-sk-ma2mh0it0,10000,yolov8m_e1000s100_dp.pt,sort,2,0,0,46.195,92.96,22.977,95.192,95.192,34.027,34.027,93.434,46.766,49.135,92.912,45.652,100000,100000,10,10
yolov8m_e1000s100_dp-rm-sk-ma2mh1it0,10000,yolov8m_e1000s100_dp.pt,sort,2,1,0,46.195,92.96,22.977,95.192,95.192,34.027,34.027,93.434,46.766,49.135,92.912,45.652,100000,100000,10,10
yolov8m_e1000s100_dp-rm-sk-ma17mh0it0,10000,yolov8m_e1000s100_dp.pt,sort,17,0,0,46.195,92.96,22.977,95.192,95.192,34.027,34.027,93.434,46.766,49.135,92.912,45.652,100000,100000,10,10
yolov8m_e1000s100_dp-rm-sk-ma17mh1it0,10000,yolov8m_e1000s100_dp.pt,sort,17,1,0,46.195,92.96,22.977,95.192,95.192,34.027,34.027,93.434,46.766,49.135,92.912,45.652,100000,100000,10,10
t80v20t0-yolov8le200b144gpu1-rm-sk-ma2mh0it0,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,2,0,0,45.488,92.256,22.445,94.528,94.531,32.813,32.814,92.865,46.059,48.845,92.288,45.078,99997,100000,10,10
t80v20t0-yolov8le200b144gpu1-rm-sk-ma2mh1it0,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,2,1,0,45.488,92.256,22.445,94.528,94.531,32.813,32.814,92.865,46.059,48.845,92.288,45.078,99997,100000,10,10
t80v20t0-yolov8le200b144gpu1-rm-sk-ma17mh0it0,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,17,0,0,45.488,92.256,22.445,94.528,94.531,32.813,32.814,92.865,46.059,48.845,92.288,45.078,99997,100000,10,10
t80v20t0-yolov8le200b144gpu1-rm-sk-ma17mh1it0,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,17,1,0,45.488,92.256,22.445,94.528,94.531,32.813,32.814,92.865,46.059,48.845,92.288,45.078,99997,100000,10,10
sortdp,10000,t80v20t0-yolov8le200b144gpu1.pt,sort,1,3,0.3,36.321,91.992,14.359,94.085,94.741,15.393,72.585,92.977,36.756,38.755,92.488,35.844,99307,100000,122,10
sortdp,10000,best-organizers.pt,sort,1,3,0.3,36.669,92.577,14.542,94.612,95.281,14.921,83.228,93.433,37.092,38.904,93.004,36.182,99298,100000,130,10
sortma0mh3it03,10000,best-organizers.pt,sort,0,3,0.3,35.407,92.653,13.546,94.655,95.325,13.825,84.688,93.448,35.808,37.535,93.046,34.925,99297,100000,154,10
sortma1mh3it03,10000,best-organizers.pt,sort,1,3,0.3,36.669,92.577,14.542,94.612,95.281,14.921,83.228,93.433,37.092,38.904,93.004,36.182,99298,100000,130,10
sortma2mh3it03,10000,best-organizers.pt,sort,2,3,0.3,40.196,92.498,17.487,94.576,95.226,18.75,74.082,93.415,40.667,42.681,92.953,39.673,99317,100000,104,10
sortma3mh3it03,10000,best-organizers.pt,sort,3,3,0.3,40.009,92.497,17.325,94.576,95.223,19.038,71.081,93.412,40.479,42.481,92.949,39.486,99321,100000,100,10
sortma9mh3it03,10000,best-organizers.pt,sort,9,3,0.3,39.217,92.186,16.701,94.404,95.062,18.422,68.733,93.377,39.706,41.804,92.796,38.793,99307,100000,96,10
sortma2mh0it03,10000,best-organizers.pt,sort,2,0,0.3,40.268,92.882,17.477,95.001,95.206,18.742,74.06,93.417,40.747,42.762,92.95,39.748,99784,100000,152,10
sortma2mh1it03,10000,best-organizers.pt,sort,2,1,0.3,40.26,92.786,17.489,94.882,95.223,18.754,74.06,93.414,40.735,42.753,92.949,39.739,99642,100000,108,10
sortma2mh2it03,10000,best-organizers.pt,sort,2,2,0.3,40.227,92.64,17.487,94.726,95.225,18.752,74.07,93.415,40.7,42.716,92.952,39.705,99476,100000,104,10
sortma2mh3it03,10000,best-organizers.pt,sort,2,3,0.3,40.196,92.498,17.487,94.576,95.226,18.75,74.082,93.415,40.667,42.681,92.953,39.673,99317,100000,104,10
sortma2mh9it03,10000,best-organizers.pt,sort,2,9,0.3,40.009,91.656,17.483,93.696,95.237,18.74,74.16,93.425,40.473,42.477,92.964,39.488,98381,100000,99,10
sortma2mh0it00,10000,best-organizers.pt,sort,2,3,0.0,41.264,92.441,18.437,94.645,95.072,22.548,53.067,93.322,41.772,43.97,92.807,40.807,99551,100000,38,10
sortma2mh0it01,10000,best-organizers.pt,sort,2,3,0.1,41.983,92.389,19.095,94.604,95.062,22.127,62.536,93.329,42.502,44.729,92.797,41.507,99518,100000,50,10
sortma2mh0it02,10000,best-organizers.pt,sort,2,3,0.2,41.262,92.437,18.435,94.613,95.105,21.237,62.968,93.347,41.763,43.936,92.838,40.789,99482,100000,60,10
sortma2mh0it03,10000,best-organizers.pt,sort,2,3,0.3,40.196,92.498,17.487,94.576,95.226,18.75,74.082,93.415,40.667,42.681,92.953,39.673,99317,100000,104,10
sortma2mh0it09,10000,best-organizers.pt,sort,2,3,0.9,0.31495,0.95915,0.10343,0.95921,99.297,0.10343,99.646,97.05,0.31496,0.31629,97.016,0.30685,966,100000,208,10
sortma2mh0it00,10000,best-organizers.pt,sort,2,0,0.0,41.317,92.605,18.451,94.84,95.046,22.572,53.06,93.318,41.831,44.03,92.8,40.86,99784,100000,51,10
sortma2mh0it01,10000,best-organizers.pt,sort,2,0,0.1,42.045,92.583,19.112,94.831,95.036,22.152,62.516,93.326,42.572,44.799,92.791,41.57,99784,100000,64,10
sortma2mh0it02,10000,best-organizers.pt,sort,2,0,0.2,41.327,92.664,18.448,94.875,95.08,21.257,62.961,93.345,41.835,44.009,92.833,40.855,99784,100000,78,10
sortma2mh0it03,10000,best-organizers.pt,sort,2,0,0.3,40.268,92.882,17.477,95.001,95.206,18.742,74.06,93.417,40.747,42.762,92.95,39.748,99784,100000,152,10
sortma2mh0it09,10000,best-organizers.pt,sort,2,0,0.9,1.0745,99.411,0.011615,99.592,99.808,0.011615,99.879,97.918,1.0755,1.077,97.908,1.0545,99784,100000,98208,10
sortma2mh0it09,10000,best-organizers.pt,sort,2,0,0.9,1.0745,99.411,0.011615,99.592,99.808,0.011615,99.879,97.918,1.0755,1.077,97.908,1.0545,99784,100000,98208,10
sort_op,10000,best-organizers.pt,sort,2,0,0.07,42.067,92.569,19.134,94.823,95.029,22.174,62.513,93.323,42.595,44.825,92.785,41.591,99784,100000,61,10
sort_op_skip,10000,best-organizers.pt,sort_skip,2,0,0.07,42.426,92.567,19.463,94.804,95.045,23.297,57.209,93.321,42.954,45.209,92.784,41.947,99747,100000,41,10
sort_ma2mh0it0,10000,best-organizers.pt,sort,2,0,0,41.317,92.605,18.451,94.84,95.046,22.572,53.06,93.318,41.831,44.03,92.8,40.86,99784,100000,51,10
sort_ma2mh0it0_skip,10000,best-organizers.pt,sort_skip,2,0,0,41.809,92.587,18.898,94.822,95.044,23.577,49.806,93.31,42.33,44.565,92.782,41.349,99766,100000,33,10
sort_ma2mh0it0_rematch_skip,10000,best-organizers.pt,sort_rematch_skip,2,0,0,47.469,92.705,24.327,94.982,94.986,35.45,35.451,93.277,48.067,50.708,92.724,47.019,99995,100000,10,10
sort_ma2mh0it0_rematch,10000,best-organizers.pt,sort_rematch,2,0,0,41.066,89.069,18.952,94.973,91.198,26.681,39.321,93.29,42.425,43.745,92.753,40.574,104140,100000,21,10
